Profession,Country,Region,Education,Sex,Age,AgeBin,Maritial,1.1_HeardCovid,1.2_Television/Radio,1.2_Newspaper/Magazines,1.2_SocialMedia,1.2_Colleagues/Workplace,1.2_Neighbors,1.3_CovidKnowledgeLevel,1.4_ContactRespiratoryDrop,1.4_Touching,1.4_UseSameObject,1.4_Sex,1.4_PersonToPerson,1.4_CloseContact,1.4_TouchingCoin,1.4_CovidFloatOnAir,1.5_Fever,1.5_Tiredness,1.5_Cough,1.5_ShortnessBreath,1.5_AchesPain,1.5_NasalCongestion,1.5_RunningNose,1.5_SoreThroat,1.5_Diarrhea,1.6_Mask,1.7_IncubationPeriod,1.8_Vaccine,1.9_LockDown,1.9_Isolation,1.9_Quarantine,1.10_Over60Yr,1.10_PrexistingCond,1.10_WorkEnvo,1.10_RiskZone,2.1_LockDown,2.2_HomeQuarantine,2.3_Isolation,2.4_PersonalHygiene,2.5_MediaRole,2.6_Over60Yr,2.6_PreExisting,2.6_Working,2.6_RiskZone,3.1_Quarantine,3.1_Respository,3.1_WashingHand,3.1_Mask,3.1_TouchingMouth,3.1_SocialDistance,3.2_PPE,3.3_Test,3.4_Handshake,3.4_Hug,3.4_VisitPlaces,3.4_ContactInfected,3.4_Religion,3.5_HandWash,3.8_Internet,3.9_Newspaper,3.9_TV,3.9_SocialMedia,3.9_Internet,3.10_TimeSpentOnCovidNews,4.1_FearOfDeath,4.1_Anxeity,4.1_Depression,4.1_SocialExclusion,4.1_Lonliness,N90BestToControlSpread,LearntCovid,KnowledgeScore,OpinionScoring,Susceptiblity,BehaveScore,PsychologicalHealth,Access_Of_Information
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",S,Female,21,"(8.999, 21.0]",1,1,1.0,0,1,1,1.0,,1,1,1,1,1,1,1.0,0.0,1,1,1,1,0,1,1,1,0,1,Other,3,1,1,1,1,1,1,1,4,4,4,5,5,1,1,1,1,1,1,1,1,0,1,3,0,1,1,1,1,0,15,1,0,1,1,1,3,0,1,1,1,1,1,4.0,19,22,4,9,4,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Male,19,"(8.999, 21.0]",1,1,1.0,0,1,1,1.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,0,1,1,2-14 Day,0,1,1,1,0,0,0,0,5,5,5,5,4,Not Sure,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,3,1,1,0,0,1,1,4.0,17,24,2,10,3,3
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",T,Male,35,"(30.0, 41.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,1,1,0,5,4,5,5,4,0,0,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,3,0,1,0,0,0,1,5.0,18,23,1,11,1,4
Academian/Administration,Bosnia & Herzegowina,"Eastern Europe(Hungry, Macedonia, Bosina &Herzegovina)",,Female,25,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,,1,0,0,0,1,1,1.0,1.0,1,1,1,1,0,0,0,1,0,1,2-14 Day,0,1,1,1,0,1,1,0,2,2,4,4,4,1,1,,,1,0,0,1,1,1,1,0,0,0,0,1,1,15,1,1,1,1,1,5,1,0,0,1,1,1,5.0,13,16,2,6,3,4
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,23,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1,1,1,1,5,0,0,0,0,0,1,5.0,22,25,4,11,0,4
Academian/Administration,Mexico,Central America and Mexico,T,Female,47,"(41.0, 76.0]",3,1,1.0,1,0,1,1.0,4,1,1,1,0,1,0,1.0,1.0,1,1,1,1,1,0,0,0,1,1,2-14 Day,0,1,1,1,0,0,0,0,4,4,4,4,4,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,15,1,1,1,0,1,3,0,0,0,0,0,1,4.0,13,20,0,8,0,3
Academian/Administration,Mexico,Central America and Mexico,T,Female,25,"(24.0, 30.0]",1,1,1.0,0,1,1,1.0,3,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,3,1,1,1,0,1,0,0,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1,15,1,0,1,1,1,3,1,1,0,0,1,1,4.0,16,23,4,9,3,3
Medical Professionals,United States,"North America (United States of America, Canada)",T,Male,50,"(41.0, 76.0]",1,1,1.0,1,0,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,1,1,1,1,0,0,1,0,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,15,1,1,1,0,1,3,1,1,1,0,1,1,3.0,18,25,0,10,4,3
Medical Professionals,United States,"North America (United States of America, Canada)",,Male,24,"(21.0, 24.0]",1,1,1.0,0,1,1,0.0,,1,0,1,0,1,1,1.0,0.0,1,0,1,1,1,0,0,1,1,1,2-14 Day,0,0,1,1,0,1,1,0,5,5,5,4,3,0,0,1,0,1,0,1,1,1,1,1,3,1,1,1,1,1,15,1,0,0,1,1,3,1,1,1,1,1,1,3.0,14,22,1,10,5,2
Medical Professionals,United States,"North America (United States of America, Canada)",T,Male,34,"(30.0, 41.0]",2,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,1,5,5,5,5,5,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1,1,1,1,3,1,1,0,0,0,1,5.0,20,25,2,11,2,4
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Female,35,"(30.0, 41.0]",2,1,1.0,1,1,1,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,0,1,0,1,1,0,5,5,4,5,5,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,15,1,0,1,1,0,3,1,1,1,1,1,1,4.0,20,24,3,10,5,2
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Female,35,"(30.0, 41.0]",2,1,1.0,0,1,1,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,3,1,1,1,1,1,1,3.0,22,25,4,11,5,2
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Male,26,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,0.0,1,1,1,1,1,0,1,1,1,1,2-14 Day,0,1,1,1,0,1,1,0,5,5,3,5,4,,,1,,1,0,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,3,1,1,1,0,1,1,5.0,17,22,1,10,4,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Male,20,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,1,1,1,1,3,0,0,1,1,1,1,5.0,17,25,0,11,3,4
Medical Professionals,Malaysia,"Southeast Asia (Indonesia, Malaysia, Myanmar, Lao, Philpin, Singapore, Thailand)",T,Male,49,"(41.0, 76.0]",2,1,1.0,1,0,1,0.0,,1,1,1,0,1,1,1.0,0.0,1,0,1,1,0,0,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,0,5,5,5,5,5,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,1,1,0,1,3,0,0,0,0,0,1,3.0,15,25,1,11,0,3
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",,Female,25,"(24.0, 30.0]",1,1,0.0,0,1,1,0.0,,1,1,1,0,1,1,1.0,0.0,1,1,1,1,1,0,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,1,4,5,5,5,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,15,1,0,0,1,1,3,1,1,1,1,1,1,2.0,19,24,1,5,5,2
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",,Female,19,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,3,1,1,0,1,1,1,0,4,4,5,5,3,1,1,1,0,1,0,1,0,1,1,1,3,1,1,1,1,1,15,1,1,1,1,1,3,0,1,1,1,0,1,5.0,19,21,3,9,3,4
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",T,Female,56,"(41.0, 76.0]",2,1,1.0,0,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,0,5,5,5,5,5,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,3,1,1,1,1,1,1,3.0,19,25,1,11,5,2
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",T,Female,56,"(41.0, 76.0]",2,1,1.0,0,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,0,5,5,5,5,5,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,3,1,1,1,1,1,1,3.0,19,25,1,11,5,2
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",T,Female,56,"(41.0, 76.0]",2,1,1.0,0,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,0,5,5,5,5,5,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,3,1,1,1,1,1,1,3.0,19,25,2,10,5,2
Medical Professionals,Pakistan,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",T,Female,57,"(41.0, 76.0]",2,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,0,5,4,5,5,5,0,0,1,0,0,0,1,1,1,1,3,0,1,1,1,1,1,15,1,1,1,1,1,3,1,1,1,1,1,1,5.0,19,24,1,9,5,4
Medical Professionals,Turkey,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",,Male,35,"(30.0, 41.0]",2,1,1.0,1,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,0,1,1,2-14 Day,3,0,0,1,1,1,1,0,5,5,5,5,5,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,3,1,1,0,0,1,1,4.0,17,25,1,10,3,3
Medical Professionals,Turkey,"West Asia (Iran, Oman, Pakistan, Qatar, Turkey, Saudia Arabia, United Arab Emirats, Yaman)",,Female,29,"(24.0, 30.0]",1,1,1.0,0,1,1,0.0,,1,1,1,1,1,1,1.0,0.0,1,1,1,1,0,0,1,0,0,1,2-14 Day,0,0,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,0,1,1,3,0,0,0,0,1,1,3.0,17,20,4,11,1,2
Others,Japan,"East Asia (China, Japan, South korea)",T,Male,31,"(30.0, 41.0]",2,1,1.0,0,0,0,1.0,3,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,0,,5,4,5,4,5,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,15,1,0,1,0,0,3,1,1,0,1,0,1,2.0,17,23,2,9,3,1
Academian/Administration,Japan,"East Asia (China, Japan, South korea)",T,Male,26,"(24.0, 30.0]",1,1,0.0,1,0,1,0.0,2,1,0,0,0,1,0,,,1,1,1,1,1,0,0,1,0,1,2-14 Day,0,1,1,1,0,0,0,,4,4,5,5,2,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,15,1,0,0,0,1,1,0,1,0,0,0,1,2.0,9,20,3,9,1,1
Academian/Administration,Japan,"East Asia (China, Japan, South korea)",S,Male,32,"(30.0, 41.0]",2,1,1.0,0,1,1,0.0,2,1,1,1,1,1,1,,,1,1,1,1,0,0,0,1,0,1,2-14 Day,0,1,1,1,0,0,0,,4,4,5,4,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,15,1,0,1,1,0,1,1,1,0,1,1,1,3.0,12,19,4,9,4,2
Academian/Administration,Mexico,Central America and Mexico,,Female,65,"(41.0, 76.0]",3,1,1.0,1,1,1,,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,1,4,5,5,5,5,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,0,0,0,0,0,1,,22,24,2,11,0,3
Academian/Administration,Mexico,Central America and Mexico,T,Male,34,"(30.0, 41.0]",1,1,0.0,0,1,1,0.0,4,1,1,1,0,1,1,1.0,0.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,1,1,1,1,1,0,4,5,5,5,5,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,15,1,0,0,1,1,1,1,1,0,0,1,1,2.0,17,24,1,10,3,2
Academian/Administration,Mexico,Central America and Mexico,T,Male,47,"(41.0, 76.0]",2,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,0,0,0,1,1,1,2-14 Day,0,1,1,1,1,1,0,0,4,5,5,3,5,0,1,0,0,1,1,1,1,1,1,3,0,1,1,0,1,1,15,1,0,1,1,1,1,1,1,1,0,1,1,5.0,17,22,1,10,4,3
Medical Professionals,Mexico,Central America and Mexico,T,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,0,0.0,2,1,1,1,0,1,1,0.0,0.0,1,1,1,1,1,1,1,1,0,1,2-14 Day,0,1,0,1,0,0,1,0,5,5,5,5,5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,15,1,0,1,1,1,1,1,1,1,0,1,1,3.0,15,25,4,9,4,3
Academian/Administration,Mexico,Central America and Mexico,T,Male,29,"(24.0, 30.0]",1,1,1.0,0,1,1,0.0,4,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,3,3,5,4,4,0,0,0,0,1,0,1,1,1,1,3,0,1,1,1,1,1,15,1,0,0,1,1,1,1,1,1,1,0,1,3.0,15,19,0,10,4,2
Academian/Administration,Mexico,Central America and Mexico,T,Male,29,"(24.0, 30.0]",1,1,1.0,0,1,1,0.0,4,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,3,3,5,4,4,0,0,0,0,1,0,1,1,1,1,3,0,1,1,1,1,1,15,1,0,0,1,1,1,1,1,1,1,0,1,3.0,15,19,0,10,4,2
Academian/Administration,Mexico,Central America and Mexico,T,Male,48,"(41.0, 76.0]",1,1,1.0,0,1,1,1.0,4,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,1-7 Day,3,1,1,1,1,1,1,0,4,5,4,5,4,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,0,0,1,4.0,18,22,2,10,3,3
Medical Professionals,Mexico,Central America and Mexico,,Male,38,"(30.0, 41.0]",2,1,1.0,0,1,1,1.0,4,1,1,1,1,1,1,0.0,0.0,1,1,1,1,1,1,0,1,1,1,2-14 Day,3,1,0,1,1,1,1,1,4,4,5,5,4,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,15,1,0,0,1,1,1,0,0,0,1,0,1,4.0,19,22,1,8,1,2
Medical Professionals,Mexico,Central America and Mexico,T,Female,33,"(30.0, 41.0]",2,1,1.0,0,1,0,0.0,2,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,3,5,5,5,3,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,2.0,19,21,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Female,33,"(30.0, 41.0]",2,1,1.0,0,1,0,0.0,2,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,3,5,5,5,3,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,2.0,19,21,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Female,33,"(30.0, 41.0]",2,1,1.0,0,1,0,0.0,2,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,3,5,5,5,3,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,2.0,19,21,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Female,33,"(30.0, 41.0]",2,1,1.0,0,1,0,0.0,2,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,3,5,5,5,3,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,2.0,19,21,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Female,33,"(30.0, 41.0]",2,1,1.0,0,1,0,0.0,2,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,0,3,5,5,5,3,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,2.0,19,21,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Male,36,"(30.0, 41.0]",2,1,1.0,0,1,0,1.0,5,1,1,1,0,0,1,1.0,0.0,1,1,1,1,1,1,0,1,1,1,2-14 Day,0,1,1,1,1,1,0,0,5,5,5,5,3,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,15,1,1,1,1,1,1,1,1,0,0,1,1,3.0,16,23,1,8,3,4
Academian/Administration,United States,"North America (United States of America, Canada)",,Female,26,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,,1,0,1,0,1,0,0.0,0.0,1,1,1,1,1,0,0,0,0,1,2-14 Day,0,0,1,1,0,0,0,1,4,5,5,5,5,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,15,1,0,0,0,1,1,0,1,1,0,1,1,5.0,10,24,1,8,3,1
Medical Professionals,United States,"North America (United States of America, Canada)",,Male,24,"(21.0, 24.0]",1,1,0.0,0,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,1,5,5,5,5,4,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,15,1,0,0,0,1,1,1,1,1,0,1,1,2.0,19,24,2,10,4,1
Academian/Administration,United States,"North America (United States of America, Canada)",,Male,57,"(41.0, 76.0]",2,1,1.0,1,1,0,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,1,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,15,1,1,1,1,0,1,0,0,0,0,0,1,3.0,21,25,0,10,0,3
Academian/Administration,United States,"North America (United States of America, Canada)",,Male,57,"(41.0, 76.0]",2,1,1.0,1,1,0,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,1,1,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,15,1,1,1,1,0,1,0,0,0,0,0,1,3.0,21,25,0,10,0,3
Academian/Administration,Brazil,"South America (Argentina, Brazile, Chile, Venezuela, Colombia)",,Female,22,"(21.0, 24.0]",1,1,1.0,0,1,0,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,0,1,1,1,0,0,1,5,5,5,5,5,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,15,1,0,0,1,1,1,0,1,1,0,1,1,2.0,18,25,2,9,3,2
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,20,"(8.999, 21.0]",1,1,1.0,0,1,1,1.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,0,1,0,0,0,0,5,5,4,5,4,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,15,1,0,1,1,0,1,0,1,0,0,0,1,4.0,18,23,0,10,1,2
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Female,25,"(24.0, 30.0]",2,1,1.0,1,1,1,0.0,,1,1,1,0,1,1,1.0,1.0,1,0,1,1,1,1,0,1,1,1,Other,0,1,1,1,1,1,1,1,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,1,0,0,1,1,1,1,4.0,19,22,4,11,3,2
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,24,"(21.0, 24.0]",1,1,1.0,1,1,0,1.0,,1,1,1,0,0,1,1.0,1.0,1,0,1,1,0,0,1,1,0,1,2-14 Day,0,1,1,1,1,0,0,0,5,5,5,5,5,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,15,1,0,1,1,0,1,0,0,1,0,1,1,4.0,13,25,0,9,2,2
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,23,"(21.0, 24.0]",1,1,1.0,0,1,0,0.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,5,5,4,4,4,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,1,0,0,0,0,1,2.0,17,22,1,11,1,3
Academian/Administration,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,0,1,1,0,0,0,0,1,1,2-14 Day,0,1,1,1,0,0,0,0,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,1,1,1,0,0,0,1,5.0,12,25,0,11,2,2
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Female,23,"(21.0, 24.0]",2,1,1.0,0,0,1,0.0,,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,0,1,0,0,1,1,2.0,22,25,4,11,2,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Female,26,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,0,0,1,1,0,1,2-14 Day,0,1,0,0,1,1,1,0,5,5,5,5,4,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,5.0,17,24,1,11,5,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Female,26,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,0,0,1,1,0,1,2-14 Day,0,1,0,0,1,1,1,0,5,5,5,5,4,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,5.0,17,24,1,11,5,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Male,25,"(24.0, 30.0]",2,1,1.0,1,1,1,1.0,,1,0,0,0,0,1,0.0,0.0,1,0,1,1,0,0,0,1,1,1,2-14 Day,0,1,1,1,0,1,0,1,5,5,5,5,5,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,15,1,0,0,1,1,1,0,1,0,1,0,1,5.0,10,25,1,9,2,2
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",T,Female,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,,1,0,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,1,1,0,0,0,0,1,1,5.0,16,25,4,11,1,3
Medical Professionals,Bangladesh,"South Asia (Bangladesh, India, Nepal)",,Male,19,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,1,1,1,2-14 Day,0,1,1,1,0,0,0,1,4,5,4,4,5,0,0,Not Sure,Not Sure,1,1,1,1,1,1,3,0,1,1,1,1,1,15,1,0,0,1,1,1,1,1,1,0,0,1,5.0,17,22,0,11,3,2
Medical Professionals,Malaysia,"Southeast Asia (Indonesia, Malaysia, Myanmar, Lao, Philpin, Singapore, Thailand)",T,Male,32,"(30.0, 41.0]",2,1,1.0,1,1,1,0.0,,1,1,1,0,1,1,0.0,0.0,1,0,1,1,0,0,0,1,0,1,2-14 Day,0,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,0,1,0,0,1,1,3,1,1,1,1,1,15,1,1,1,1,1,1,0,1,0,0,0,1,4.0,14,25,4,8,1,4
Academian/Administration,Zambia,"Southern Africa (South Africa, Malawi, Zambia)",,Male,33,"(30.0, 41.0]",2,1,1.0,0,1,1,1.0,,1,1,1,0,1,1,1.0,1.0,1,0,1,1,1,0,0,1,1,1,2-14 Day,0,0,0,0,0,1,1,0,4,5,5,4,4,0,0,0,Not Sure,0,1,1,1,0,1,0,0,1,1,0,1,1,15,1,0,1,1,1,1,0,0,0,1,0,1,4.0,16,22,0,8,1,3
